,Headline,Body ID,Stance
368,Report: 4 ISIS Terrorists Caught at Southern Border in 36 Hrs,570,0
369,"Rumor: Gold Apple Watch Edition priced up to $5,000, steel version at $500, will debut on Feb. 14",2188,1
370,ISIS Reportedly Beheads U.S. Journalist James Wright Foley on Camera,2287,0
371,Missing Planes,1958,1
372,Islamic State militants claim to behead missing American journalist,1372,0
373,ISIS Militants Allegedly Contracted Ebola,1905,0
374,Boko Haram ceasefire ignored as violence flares in Borno state,2139,0
375,Report: Missing Libyan jetliners raise fears of suicide airliner attacks on 9/11,1699,0
376,Batman Set To Play Steve Jobs In Upcoming Biopic,1846,0
377,Tropical spider 'burrowed under man's skin through scar' - video report,1888,0
378,ISIS Getting Ebola,1013,0
379,Obama Denounces James Foley's Execution: 'Today The Entire World Is Appalled',1547,0
380,REPORT: Alleged New Audio of Michael Brown Shooting,2235,1
381,"Apple Watch to Feature Time-Only 'Power Reserve' Mode, Prototypes Disguised as Samsung Watches",2423,0
382,"Video showing American journalist beheaded believed real, officials and family say",2388,1
383,Report: Former Baseball Star Jose Canseco Accidentally Shot At Home,2078,0
384,Luke Somers 'killed in failed rescue attempt in Yemen',401,0
385,Nicaragua Meteorite Impact Theory May Be Meteor-wrong,1627,0
386,"No, that high school kid didn't make $72 million trading stocks",2407,1
387,ISIL video claims beheading of kidnapped journalist James Foley,2304,0
388,Tiger Woods serving secret PED suspension?,757,1
389,Pentagon confirms al-Shabab leader killed in airstrike in Somalia,1084,1
390,Pictured: Libyan Islamist rebels pose with planes seized from Tripoli airport as U.S. officials warn they could be used to carry out terrorist attack on 9/11 anniversary,1958,1
391,"Christian Bale in talks to play Steve Jobs for Sony, Danny Boyle",1702,0
392,This Is Why Rumors That ISIS Is Crossing The Border Into The U.S. Aren’t Going Away,108,1
393,Nicaragua meteorite: Experts attempt to understand whether mysterious meteorite fell from passing Pitbull asteroid,2154,1
394,"Cook said to confirm Apple Watch is showerproof, lasts a day",121,0
395,Mum Offers to Sell Twin Boy to Save Twin Girl,1627,1
396,"McDonald’s Removing Big Mac, Apple Pies And Eliminating Large Size Options",776,0
397,Cold Turkey,1949,1
398,Founding Fathers-Era Time Capsule Found in Boston,2061,0
399,ISIS Appears To Behead American Photojournalist In YouTube Video,1261,0
400,BREAKING NEWS: British-born U.S. photojournalist held hostage by al-Qaeda killed in failed rescue attempt in Yemen,913,0
401,You may be able to make appointments at the Apple Store to try on the Apple Watch when it launches,2056,1
402,Soldier shot at War Memorial; multiple shots fired in Parliament,2156,1
403,"Mass Graves Found In Mexico, Near Place Where 43 Students Went Missing",366,1
404,Whiz kid stock picker: I didn't actually make $72M trading,313,0
405,Isis video claims to show beheading of British hostage David Haines,1301,0
406,Soldier shot near Canadian parliament building,1574,0
407,ISIS leader dead?,1631,0
408,"Sick Kansas City man said not to have Ebola, U.S. plans new steps to fight virus",1358,0
409,British rapper a suspect in ISIS beheading,975,0
410,Jose Canseco shoots self in hand,2000,1
411,New policy could reduce marijuana possession arrests,687,0
412,Eyewitness Says Viral Video of Homeless Man Was Staged,1934,0
413,This Soap Opera Star Reportedly Had His Testicles Stolen By An ‘Attractive Blonde’ Organ Trafficker,1015,0
414,Seth Rogen to Star as Steve Wozniak in Sony's Steve Jobs Biopic [Updated],1795,0
415,Is the Alleged Audio of the Gunshots That Killed Michael Brown a Hoax?,2313,0
416,Seth Rogen to play Woz in Jobs biopic,646,0
417,ISIS cracks down on five confirmed Ebola cases among fighters: official,527,0
418,"Rats at Vogue's NYC offices - watch your step, Anna Wintour",1933,0
419,Mum faces real-life Sophie's Choice – as she tries to sell her son to fund daughter's care,1776,0
420,Islamic State reports youngest jihadist 'martyred' in battle,847,0
421,"‘Teletubbies’ Sun Baby: Fans Freak Out Over Jess Smith, 19",2081,0
422,Reports: Boko Haram may release schoolgirls as part of deal,1697,0
423,Report: Christian Bale Will Play Steve Jobs,1658,0
424,"Islamic State leader's family detained by Lebanon, officials say",2268,1
425,Hilarious: North Dakota Pays Special Tribute to President Obama,265,0
426,Isis 'fed murdered kidnap victim to his own mother after she travelled to their headquarters and demanded to see him',730,0
427,Senior Western Intelligence Official Confirms London Rapper Abdel Majed Abdel Bary Is A Suspect In The Foley Killing,1314,1
428,Apple may launch 12-inch MacBook Air with Retina Display,1234,0
429,Bali spider burrows under Aussie’s chest,986,0
430,Confusion as Cuba’s Castro mourned instead of Kenya’s Fidel,2377,0
431,Apple's 12-Inch Retina MacBook Air Shown in Artist's Renditions,1362,1
432,"Nun gives birth, intends to keep baby",534,1
433,Pentagon: Somali terror group leader killed in U.S. airstrike,2374,1
434,NEWS/ You'll Never Guess How a Homeless Man Spent $100—Watch the Touching Video!,467,0
435,This Selfless Homeless Man Receives $100 & Doesn't Spend A Dime On Himself!,1948,0
436,Experts: More facts needed on purported audio recording of Michael Brown shooting,2141,0
437,"No, a bird didn't poop on Vladimir Putin",720,0
438,Microsoft turns to robotic security guards to watch for trouble,2306,0
439,Amazon.com to open first physical store in Manhattan: DJ,568,0
440,Iraqi media: ISIS militants have contracted Ebola,2138,1
441,Crazy iPhone rig shows how Chinese workers manipulate App Store rankings,2421,0
442,Everyone chill! Banksy has NOT been arrested,2412,0
443,Missing American journalist reportedly beheaded by Islamic State ,984,0
444,"UPDATE: Soldier, gunman who died in Ottawa rampage identified",419,0
445,Macaulay Culkin Dead?,2341,1
446,Report: Audio Reveals Pause Between Gunshots When Michael Brown Was Shot,1803,0
447,Boko Haram 'ceasefire' doubts after attacks reported in Nigeria,1540,0
448,Insurgents killed in Nigeria despite alleged truce with Boko Haram,1372,0
449,ISIS executioner 'Jihadi John' identified as Mohammed Emwazi,1374,1
450,Saddam Hussein’s pilots training Islamic State group,487,0
451,WFB’s Bill Gertz: Obama Administration ‘Trying to Play Down’ Missing Libyan Airliners,723,0
452,"Palestine accuses Israel of opening dams, flooding Gaza, forcing evacuations",993,0
453,Give a homeless man $100 and see what he does with it [Video],1681,0
454,Nigeria Claims Boko Haram Will Release the Kidnapped Schoolgirls,2356,1
455,Turkish Leader Says U.S. Airdrop Aided ISIS Militants,1572,0
456,CNN Posts Alleged Audio of Michael Brown Shooting,1818,1
457,Hospital Officials: Kansas City Patient Not Being Treated For Ebola,707,0
458,ISIS Claims to Have Intercepted Supplies From U.S. Airdrop,1597,1
459,Nigeria announces truce with Boko Haram; fate of schoolgirls unclear,2192,0
460,Catholic Priest Claims God Is Female After Clinically Dead Experience,2520,0
461,Seth Rogen To Play Steve Wozniak In Steve Jobs Biopic,646,0
462,James Foley Killer ‘Jihadi John’ Believed to Be Former London Rapper Abdel-Majed Abdel Bary,8,0
463,"Tiger Woods is not on suspension for failing a drug test, his agent and a PGA official say",173,0
464,BiH: Seven Primary School Students Pregnant After Five-Day Excursion,1221,0
465,Meet the 17-Year-Old Who Made $72 Million During His High-School Lunch Breaks,2220,0
466,Apple Watch launch expected in late March,2273,1
467,"Calm Yourselves, Durex Has NOT Come Out With A Pumpkin Spice Condom",788,0
468,Isis claims it has US airdrop of weapons,1347,0
469,Nigeria: hopes for return of kidnapped schoolgirls rise after ceasefire reported,2463,1
470,"Report: ISIS kidnaps Canadian-Israeli, former IDF soldier who went to fight with the Kurds",2147,0
471,Meteorite leaves crater in Nicaraguan capital Managua,1825,1
472,Guantanamo detainee freed in Bowe Bergdahl swap 'back to terrorism',2254,0
473,Texas City plumber's truck ends up in Syrian war,1299,0
474,Has Ebola infected Isis militants in Mosul?,2299,0
475,Was The Batmobile Stolen In Detroit?,61,0
476,Apple Watch mass production kicks off in January: Report,2116,0
477,Canadian-Israeli Woman May Have Been Captured In Syria: Reports,1223,0
478,US probing claims ISIS fighters seized airdropped weapons meant for Kurds,693,0
479,WFB’s Bill Gertz: Obama Administration ‘Trying to Play Down’ Missing Libyan Airliners,1681,0
480,Macaulay Culkin dead: The death hoax is once again on the child actor,1423,0
481,Kim Jong ill? Analysts say 27-year-old sister Kim Yo Jong may be running North Korea (VIDEO),1029,0
482,Who Is Michael Zehaf-Bibeau? Ottawa Shooter Suspect Identified By Canadian Officials ,1739,0
483,GOP Rep: ‘At Least Ten ISIS Fighters Have Been Caught Coming Across The Mexican Border’,416,1
484,'Spiderman' squished: Perth experts debunk spider burrowing claims,2293,1
485,God Is A Woman – Resurrected Father Narated,1849,1
486,Photo gallery: Amazing £300 operation by North Walsham vet on constipated goldfish,2192,0
487,"Boko Haram Could Release Kidnapped Girls, Nigerian Officials Say",922,1
488,"Sorry, KFC isn't going to be selling weed in Colorado restaurants",527,0
489,Matt Taibbi on leave of absence from First Look Media,879,1
490,ISIS Fighters Getting Caught Coming Across the U.S.-Mexican Border?,539,0
491,Unverified video shows beheading of aid worker David Haines,1477,0
492,Dumped woman spends a week in KFC to get over ex,1266,0
493,"Man cuts off manhood, throws it in the bin, after girlfriend leaves over small penis",908,0
494,WTC rats scare off Anna Wintour,367,0
495,"Managua explosion not a meteorite, NASA suggests",1213,1
496,"No, A Spider Did Not Burrow Under A Man's Skin And Live There For Days",2338,1
497,Parliament Hill shooting: Sergeant-At-Arms Kevin Vickers the family hero who took down Ottawa gunman,2410,0
498,"In Kim Jong Un's absence, his sister may rule. Or not.",490,0
499,"Yemen says U.S. man freed, sister says he’s dead",1256,0
500,Islamic State using 'SCORPION bombs' to terrorise victims,1385,0
501,Al-Shabab leader who ordered Kenya mall massacre believed killed in US drone attack in Somalia,1349,0
502,Confusion Surrounds Capture Of “ISIS Leader’s Wife”,530,0
503,The rats eat Prada at Vogue NY office,1435,0
504,What One Homeless Man Does with $100 Will Astonish You (VIDEO),2305,1
505,Parliament Hill shooting: Sergeant-At-Arms Kevin Vickers the family hero who took down Ottawa gunman,1002,0
506,"No, a spider (probably) didn't crawl through a man's body for several days",1860,0
507,Isis tells mother on rescue mission :’You’ve just eaten your son’,2313,0
508,"Woman detained in Lebanon is not al-Baghdadi's wife, Iraq says",986,0
509,Aaron Sorkin Confirms Christian Bale Will Play Steve Jobs,1217,1
510,North Korean leader Kim Jong-un to open restaurant in Scotland,2225,0
511,BREAKING UDPATED: ISIS REPORTEDLY USE CHEMICAL WEAPONS IN KOBANE,639,0
512,"11 Tripoli Planes Still Missing, Sparks 9/11 Concerns",1575,0
513,'No hard evidence' of Isis claims it kidnapped Canadian-Israeli woman Gill Rosenberg,214,0
514,Pants on Fire: Duncan Hunter makes unconfirmed claim Border Patrol caught at least 10 ISIS fighters,2141,0
515,"North Korea ordered citizens named Kim Jong Un to change their names, says new report",520,0
516,Media Fooled Again? Story Claims 7 of 28 Girls On School Trip Came Home Pregnant,1408,0
517,"Apple Media Event Rumored for Late February, Apple Watch and 12"" MacBook Air Likely Topics [Updated]",472,0
518,"Comfort eating? Chinese woman, 26, spends an entire WEEK in KFC after being dumped by boyfriend",1461,0
519,Is this proof of bigfoot? New 'yeti' video shows giant hairy beast walking through forest,2377,1
520,ISIS Beheads American Journalist,7,0
521,Alleged audio of Michael Brown shooting released,1628,0
522,Wayward sister ‘nun the wiser’ about baby,699,0
523,Apple may launch 12-inch MacBook Air with Retina Display,2509,0
524,North Korea denies reports Kim Jong-un is to open state-backed restaurant in Scotland,1339,0
525,Islamist terrorists Jabhat Ansar al-Deen tweet picture of Texas plumber’s truck fitted with anti-aircraft gun in Syria,2344,0
526,Apple-HBO Deal Seen Launching Web-only Apple TV Streaming Service For $15 Per Month,1534,1
527,Breaking: Soldier shot at National War Memorial in Ottawa,1089,1
528,"Whoa, Paul Rudd Was One of the Airport Heroes Who Took Down the Homophobe",1814,0
529,"Boko Haram: Kidnapped Girls Have Been Married Off, Truce Never Happened",2367,0
530,"A message from Jim's mom, Diane Foley:",2296,0
531,"Google to buy big chunk of Pacific Shores, iconic Redwood City office park",964,0
532,NASA Raises Doubts About Reports of Nicaraguan Meteorite,1790,1
533,ISIS Border Crisis: DHS Chief Says Terrorists Not Entering US Through Mexico,1528,0
534,Kanye Banned,514,1
535,Rep. Duncan Hunter: 'At Least 10' ISIS Fighters Caught at Mexican Border,2296,0
536,Lebanon 'holding IS leader's daughter and ex-wife',1943,0
537,Pumpkin Spice condoms? Don't fall for this hoax.,608,0
538,Lynch mob chop man's penis off after catching him allegedly trying to rape teenager,1959,1
539,“Axl Rose dead 2014” : Guns N' Roses frontman killed by internet death hoax,633,0
540,Oscar winner Christian Bale to play Steve Jobs in upcoming biopic,458,1
541,Ottawa Gunman Identified As Michael Zehaf-Bibeau,2141,0
542,Ottawa shooting: Slain soldier named as Nathan Cirillo while suspect identified as Michael Zehaf-Bibeau,1380,1
543,Alleged Audio of Michael Brown Shooting Doesn’t Sound Good for Officer Darren Wilson,1438,0
544,British hostage David Haines beheaded by Islamic State terrorists,1360,0
545,Abdel Majed Abdel Bary Emerges as Suspect in Foley Beheading,1237,0
546,"Nigeria Says It Struck A Cease-Fire With Boko Haram, But Are They Talking To The Right Guy?",125,0
547,"Reports: Jihadists Steal Commercial Jets, Raise 9/11 Fears",2448,1
548,New York City Plans to End Arrests for Possession of Small Amounts of Marijuana,1368,1
549,Kim Jong-Un 'bans the name Kim Jong-un',2296,0
550,"Hundreds of dog-lovers from around the world offer home to pet abandoned at the railway station with a suitcase containing his pillow, toy, bowl and favourite food",54,0
551,"Once Again, The Banksy 'Arrest' Is A Giant Hoax. Repeat: A Hoax.",1296,0
552,Meet the X-BOY: Electric shock turns kid into MAGNETO,2415,1
553,iOS 8 bug reportedly erases iCloud Drive documents when settings are reset,1278,0
554,Priest who died for 48 minutes says he met God and she’s a woman,1008,1
555,BREAKING: ISIS Beheads American Journalist James Wright Foley,1283,0
556,'Hairgate': iPhone hit by new social media storm,1787,0
557,Mexico Says Students Not Among Dead in Mass Grave,1912,1
558,Was The Batmobile Stolen In Detroit?,621,0
559,New Audio Shows Michael Brown Was Shot at 11 Times,511,0
